country,iso2c,year,gdp_ppp_pc,GDP_constUSD,population
Romania,RO,1961,,,18555250
Romania,RO,1962,,,18676550
Romania,RO,1963,,,18797850
Romania,RO,1964,,,18919126
Romania,RO,1965,,,19031576
Romania,RO,1966,,,19215450
Romania,RO,1967,,,19534242
Romania,RO,1968,,,19799831
Romania,RO,1969,,,20009141
Romania,RO,1970,,,20250398
Romania,RO,1971,,,20461567
Romania,RO,1972,,,20657957
Romania,RO,1973,,,20835681
Romania,RO,1974,,,21029429
Romania,RO,1975,,,21293583
Romania,RO,1976,,,21551634
Romania,RO,1977,,,21756096
Romania,RO,1978,,,21951464
Romania,RO,1979,,,22090488
Romania,RO,1980,,,22207282
Romania,RO,1981,,,22353070
Romania,RO,1982,,,22475741
Romania,RO,1983,,,22560478
Romania,RO,1984,,,22640547
Romania,RO,1985,,,22732999
Romania,RO,1986,,,22836841
Romania,RO,1987,,,22949430
Romania,RO,1988,,,23057662
Romania,RO,1989,,,23161458
Romania,RO,1990,5280.6135941316,5017.12005717397,23201835
Romania,RO,1991,4795.43877609632,4407.1164580023,23001155
Romania,RO,1992,4515.32485586599,4057.22492611179,22794284
Romania,RO,1993,4699.41350219239,4124.8636778917,22763280
Romania,RO,1994,4995.747432576,4293.2879625102,22730211
Romania,RO,1995,5429.41738292487,4570.14748089464,22684270
Romania,RO,1996,5745.67282859918,4762.43746643641,22619004
Romania,RO,1997,5564.16397285243,4544.56879046598,22553978
Romania,RO,1998,5544.55477894868,4461.54751826786,22507344
Romania,RO,1999,5596.44706338077,4451.72539664913,22472040
Romania,RO,2000,5848.87795557302,4567.20205083445,22442971
Romania,RO,2001,6519.70719593917,4873.05266786281,22131970
Romania,RO,2002,7162.36577844649,5246.12721757718,21730496
Romania,RO,2003,7560.29498424285,5407.81096158894,21574326
Romania,RO,2004,8990.39909723638,6005.86689834886,21451748
Romania,RO,2005,9602.10475909396,6325.16917909248,21319685
Romania,RO,2006,11554.9708860107,6873.6040957606,21193760
Romania,RO,2007,13701.6433401902,7480.51915863672,20882982
Romania,RO,2008,16782.1930106288,8314.16384059176,20537875
Romania,RO,2009,16632.7826576202,7921.15476241519,20367487
Romania,RO,2010,17355.8514091917,7657.47929439108,20246871
Romania,RO,2011,18802.9523154973,8042.83716012627,20147528
Romania,RO,2012,19809.1875091607,8234.23676535452,20058035
Romania,RO,2013,19677.1076626252,8287.18138452781,19983693
Romania,RO,2014,20632.221267435,8661.05068227593,19908979
Romania,RO,2015,21624.5233762245,8976.88053477541,19815616
Romania,RO,2016,23904.7038569418,9286.51964587238,19702267
Romania,RO,2017,26943.3477378323,10105.9343511933,19588715
Romania,RO,2018,29568.1868109284,10778.3595556176,19473970
Romania,RO,2019,33066.7408748227,11252.7929110931,19371648
Romania,RO,2020,33336.0897684039,10898.8316332686,19265250
Romania,RO,2021,36109.7506947062,11541.7769263214,19119880
Romania,RO,2022,,,
Slovak Republic,SK,1960,,,4068095
Slovak Republic,SK,1961,,,4191667
Slovak Republic,SK,1962,,,4238188
Slovak Republic,SK,1963,,,4282017
Slovak Republic,SK,1964,,,4327341
Slovak Republic,SK,1965,,,4370983
Slovak Republic,SK,1966,,,4411666
Slovak Republic,SK,1967,,,4449367
Slovak Republic,SK,1968,,,4483915
Slovak Republic,SK,1969,,,4518607
Slovak Republic,SK,1970,,,4538223
Slovak Republic,SK,1971,,,4557449
Slovak Republic,SK,1972,,,4596622
Slovak Republic,SK,1973,,,4641445
Slovak Republic,SK,1974,,,4689623
Slovak Republic,SK,1975,,,4739105
Slovak Republic,SK,1976,,,4789507
Slovak Republic,SK,1977,,,4840501
Slovak Republic,SK,1978,,,4890125
Slovak Republic,SK,1979,,,4938973
Slovak Republic,SK,1980,,,4979815
Slovak Republic,SK,1981,,,5016105
Slovak Republic,SK,1982,,,5055099
Slovak Republic,SK,1983,,,5091971
Slovak Republic,SK,1984,,,5127097
Slovak Republic,SK,1985,,,5161768
Slovak Republic,SK,1986,,,5193838
Slovak Republic,SK,1987,,,5222840
Slovak Republic,SK,1988,,,5250596
Slovak Republic,SK,1989,,,5275942
Slovak Republic,SK,1990,,,5299187
Slovak Republic,SK,1991,,,5303294
Slovak Republic,SK,1992,7176.36622367889,6654.90412722313,5305016
Slovak Republic,SK,1993,7471.30236776253,6755.5989457269,5325305
Slovak Republic,SK,1994,8072.50276378432,7146.60268298447,5346331
Slovak Republic,SK,1995,8697.90009591309,7542.11102831392,5361999
Slovak Republic,SK,1996,9407.48939933374,8024.38753090397,5373361
Slovak Republic,SK,1997,10086.1123684881,8484.2207773607,5383291
Slovak Republic,SK,1998,10623.2577145361,8818.21082633927,5390516
Slovak Republic,SK,1999,10714.1771288139,8799.88587594508,5396020
Slovak Republic,SK,2000,11378.7591845369,8914.59898415289,5388720
Slovak Republic,SK,2001,12388.3660821732,9221.521860824,5378867
Slovak Republic,SK,2002,13312.203306834,9640.86530132502,5376912
Slovak Republic,SK,2003,14181.8252695195,10177.7214189548,5373374
Slovak Republic,SK,2004,15226.4193502047,10717.1731711207,5372280
Slovak Republic,SK,2005,16639.3941239799,11425.9001472696,5372807
Slovak Republic,SK,2006,18912.8002905298,12395.7521809663,5373054
Slovak Republic,SK,2007,21225.0633546282,13734.4555495321,5374622
Slovak Republic,SK,2008,23725.8577558996,14487.7065317766,5379233
Slovak Republic,SK,2009,23080.8103763845,13679.0844080915,5386406
Slovak Republic,SK,2010,25300.9729232448,14584.2606782101,5391428
Slovak Republic,SK,2011,26145.8893829396,14954.577975505,5398384
Slovak Republic,SK,2012,26888.3480996682,15126.0352987762,5407579
Slovak Republic,SK,2013,27915.4332088556,15205.3955780546,5413393
Slovak Republic,SK,2014,28929.526363289,15600.3671671802,5418649
Slovak Republic,SK,2015,29964.8886109408,16390.8821748507,5423801
Slovak Republic,SK,2016,29645.7418912454,16687.9844571492,5430798
Slovak Republic,SK,2017,30061.5514717196,17151.652477668,5439232
Slovak Republic,SK,2018,31214.5925736482,17818.2341072167,5446771
Slovak Republic,SK,2019,33318.5819083907,18242.4950003779,5454147
Slovak Republic,SK,2020,32441.995225168,17611.7568566409,5458827
Slovak Republic,SK,2021,33426.9799832095,18181.1969542578,5447247
Slovak Republic,SK,2022,,,
Slovenia,SI,1960,,,1584720
Slovenia,SI,1961,,,1594131
Slovenia,SI,1962,,,1603649
Slovenia,SI,1963,,,1616971
Slovenia,SI,1964,,,1632114
Slovenia,SI,1965,,,1649160
Slovenia,SI,1966,,,1669905
Slovenia,SI,1967,,,1689528
Slovenia,SI,1968,,,1704546
Slovenia,SI,1969,,,1713874
Slovenia,SI,1970,,,1724891
Slovenia,SI,1971,,,1738335
Slovenia,SI,1972,,,1752233
Slovenia,SI,1973,,,1766697
Slovenia,SI,1974,,,1776132
Slovenia,SI,1975,,,1793581
Slovenia,SI,1976,,,1820249
Slovenia,SI,1977,,,1842377
Slovenia,SI,1978,,,1862548
Slovenia,SI,1979,,,1882599
Slovenia,SI,1980,,,1901315
Slovenia,SI,1981,,,1906531
Slovenia,SI,1982,,,1910334
Slovenia,SI,1983,,,1922321
Slovenia,SI,1984,,,1932154
Slovenia,SI,1985,,,1941641
Slovenia,SI,1986,,,1965964
Slovenia,SI,1987,,,1989776
Slovenia,SI,1988,,,1995196
Slovenia,SI,1989,,,1996351
Slovenia,SI,1990,,,1998161
Slovenia,SI,1991,,,1999429
Slovenia,SI,1992,,,1996498
Slovenia,SI,1993,,,1991746
Slovenia,SI,1994,,,1989443
Slovenia,SI,1995,13628.2263479091,13276.0730865709,1989872
Slovenia,SI,1996,14308.3095039721,13709.8774257127,1988628
Slovenia,SI,1997,15282.7441550593,14421.5753234248,1985956
Slovenia,SI,1998,16056.4167826497,14927.0344967417,1981629
Slovenia,SI,1999,17083.2517215913,15711.81638306,1983045
Slovenia,SI,2000,18004.6825336648,16240.6568860495,1988925
Slovenia,SI,2001,18951.8233390448,16736.6666048821,1992060
Slovenia,SI,2002,20241.5256786998,17301.9338072883,1994530
Slovenia,SI,2003,21113.4519261527,17803.3779818988,1995733
Slovenia,SI,2004,22761.0593111737,18567.5622059245,1997012
Slovenia,SI,2005,23852.6430383942,19239.3999078218,2000474
Slovenia,SI,2006,25718.7621989345,20280.1519045957,2006868
Slovenia,SI,2007,27573.6445803125,21574.7534360106,2018122
Slovenia,SI,2008,29604.2914690241,22296.7049968231,2021316
Slovenia,SI,2009,27538.0144407242,20428.1698595221,2039669
Slovenia,SI,2010,27825.476489785,20612.5895305308,2048583
Slovenia,SI,2011,28931.383323805,20746.988405299,2052843
Slovenia,SI,2012,29042.8202729641,20157.0052544663,2057159
Slovenia,SI,2013,29973.6993541529,19922.474290455,2059953
Slovenia,SI,2014,30870.0236667425,20453.8333877187,2061980
Slovenia,SI,2015,31628.247175832,20890.1664304173,2063531
Slovenia,SI,2016,33936.0440637175,21541.176421949,2065042
Slovenia,SI,2017,36507.5530416531,22563.7589398118,2066388
Slovenia,SI,2018,38961.5443523867,23483.529124564,2073894
Slovenia,SI,2019,41970.4314322684,24125.3920363107,2088385
Slovenia,SI,2020,40782.6412438584,22928.7627401934,2102419
Slovenia,SI,2021,43815.9388436228,24744.841297261,2108079
Slovenia,SI,2022,,,
Spain,ES,1960,,6215.03628303374,30455000
Spain,ES,1961,,6886.53906136078,30739250
Spain,ES,1962,,7502.64123248001,31023366
Spain,ES,1963,,8150.83139574788,31296651
Spain,ES,1964,,8498.64737489621,31609195
Spain,ES,1965,,8932.55704709902,31954292
Spain,ES,1966,,9482.21611422722,32283194
Spain,ES,1967,,9772.76322009005,32682947
Spain,ES,1968,,10282.1364767468,33113134
Spain,ES,1969,,11088.1616945848,33441054
Spain,ES,1970,,11436.0331188603,33814531
Spain,ES,1971,,11824.3924635801,34224490
Spain,ES,1972,,12647.6294952165,34604469
Spain,ES,1973,,13482.8822077544,34988947
Spain,ES,1974,,14085.7110758222,35373335
Spain,ES,1975,,14009.7754794436,35757900
Spain,ES,1976,,14320.4804389576,36137812
Spain,ES,1977,,14576.1951146606,36511638
Spain,ES,1978,,14647.7246126266,36864898
Spain,ES,1979,,14525.1922827734,37191330
Spain,ES,1980,,14727.283522557,37491165
Spain,ES,1981,,14603.5909310161,37758631
Spain,ES,1982,,14697.1136411382,37986012
Spain,ES,1983,,14884.5774725596,38171525
Spain,ES,1984,,15087.438954457,38330364
Spain,ES,1985,,15381.8445670239,38469512
Spain,ES,1986,,15834.8828670987,38584624
Spain,ES,1987,,16669.9770385052,38684815
Spain,ES,1988,,17482.0869882871,38766939
Spain,ES,1989,,18297.2443971757,38827764
Spain,ES,1990,13686.0454520937,18969.8086426392,38867322
Spain,ES,1991,14472.2397013102,19403.3303796801,38966376
Spain,ES,1992,14866.5895475197,19487.9512119662,39157685
Spain,ES,1993,14984.1050686008,19187.1823103537,39361262
Spain,ES,1994,15594.3736051334,19551.1452944731,39549108
Spain,ES,1995,16288.3585470469,20001.790799896,39724050
Spain,ES,1996,16979.7980959787,20448.6014871574,39889852
Spain,ES,1997,17912.7040802176,21117.0185808291,40057389
Spain,ES,1998,19097.0634139632,21953.667519614,40223509
Spain,ES,1999,19954.2902150512,22846.7177460286,40386875
Spain,ES,2000,21588.4237488431,23937.9685518675,40567864
Spain,ES,2001,22953.5715659117,24707.3670736861,40850412
Spain,ES,2002,24371.5988492666,25026.0864710207,41431558
Spain,ES,2003,25047.397273222,25310.4563874129,42187645
Spain,ES,2004,26143.7687141562,25654.3365515924,42921895
Spain,ES,2005,27606.9340516269,26145.8085786196,43653155
Spain,ES,2006,30718.2188352448,26762.2672557942,44397319
Spain,ES,2007,32473.6538915928,27218.4492597353,45226803
Spain,ES,2008,33263.2723985249,27025.2949432871,45954106
Spain,ES,2009,32092.7220611053,25778.9564650653,46362946
Spain,ES,2010,31681.1005508478,25702.3468448149,46576897
Spain,ES,2011,31867.9732396862,25402.6050717462,46742697
Spain,ES,2012,31720.1199986535,24634.9620884239,46773055
Spain,ES,2013,32434.0032017704,24368.9682370919,46620045
Spain,ES,2014,33525.7406299089,24783.0829468685,46480882
Spain,ES,2015,34903.1274779473,25754.36102944,46444832
Spain,ES,2016,37286.2134326488,26514.3248119679,46484062
Spain,ES,2017,39528.9253872668,27239.3524364815,46593236
Spain,ES,2018,40696.3876815487,27739.8647682529,46797754
Spain,ES,2019,43069.3810950049,28087.8979203438,47134837
Spain,ES,2020,38122.5519730773,24785.446714692,47365655
Spain,ES,2021,40602.0702048685,26125.8716662745,47415750
Spain,ES,2022,,,
Sweden,SE,1960,,16525.3610487407,7484656
Sweden,SE,1961,,17382.1380092371,7519998
Sweden,SE,1962,,18022.7749590695,7561588
Sweden,SE,1963,,18876.3227449503,7604328
Sweden,SE,1964,,20013.8211147241,7661354
Sweden,SE,1965,,20583.8667315087,7733853
Sweden,SE,1966,,20815.227246362,7807797
Sweden,SE,1967,,21351.2973543117,7867931
Sweden,SE,1968,,22004.1547418406,7912273
Sweden,SE,1969,,22944.5496519972,7968072
Sweden,SE,1970,,24388.2982101309,8042801
Sweden,SE,1971,,24449.8627753744,8098334
Sweden,SE,1972,,24935.6623161897,8122300
Sweden,SE,1973,,25880.4576182711,8136312
Sweden,SE,1974,,26630.7799151019,8159955
Sweden,SE,1975,,27202.3438863705,8192437
Sweden,SE,1976,,27390.3768576514,8222286
Sweden,SE,1977,,26857.5992015998,8251540
Sweden,SE,1978,,27248.574338554,8275599
Sweden,SE,1979,,28233.2417691962,8293678
Sweden,SE,1980,,28654.9710634965,8310531
Sweden,SE,1981,,28750.8038276117,8320503
Sweden,SE,1982,,29093.1613210421,8325263
Sweden,SE,1983,,29632.6983848712,8329033
Sweden,SE,1984,,30857.9705441183,8336605
Sweden,SE,1985,,31472.5916095749,8350386
Sweden,SE,1986,,32244.5427172446,8369829
Sweden,SE,1987,,33214.9576323827,8397804
Sweden,SE,1988,,33908.7385537576,8436489
Sweden,SE,1989,,34577.4837345325,8492964
Sweden,SE,1990,20425.7270312878,34570.3057339939,8558835
Sweden,SE,1991,20732.6821711367,33941.9851819102,8617375
Sweden,SE,1992,20836.9066210138,33352.5383635834,8668067
Sweden,SE,1993,20769.2110645595,32474.4299146671,8718561
Sweden,SE,1994,21890.2475319313,33511.6487224481,8780745
Sweden,SE,1995,23107.1868055992,34648.1189154575,8826939
Sweden,SE,1996,23934.1109965195,35139.4029916108,8840998
Sweden,SE,1997,24805.7660804883,36197.6342064807,8846062
Sweden,SE,1998,25888.4388311154,37737.4622753825,8850974
Sweden,SE,1999,27471.5582721119,39309.5970016519,8857874
Sweden,SE,2000,29623.9911890299,41117.1524303504,8872109
Sweden,SE,2001,29933.3445285144,41601.3076782847,8895960
Sweden,SE,2002,30926.5055989396,42377.119637975,8924958
Sweden,SE,2003,31816.4700997251,43194.9261684047,8958229
Sweden,SE,2004,33858.8045033985,44891.323206397,8993531
Sweden,SE,2005,34244.4650156257,45990.3743263984,9029572
Sweden,SE,2006,37727.7248797947,47864.8108642309,9080505
Sweden,SE,2007,40910.3236910077,49145.1958332412,9148092
Sweden,SE,2008,42158.2956995539,48544.1158941036,9219637
Sweden,SE,2009,40279.877005563,46043.4809449994,9298515
Sweden,SE,2010,42221.7581999992,48369.9100407876,9378126
Sweden,SE,2011,44608.5802614915,49539.9726076492,9449213
Sweden,SE,2012,45432.4319692761,48885.5484179725,9519374
Sweden,SE,2013,46312.3923824667,49048.8187500238,9600379
Sweden,SE,2014,47184.6691338182,49855.301012313,9696110
Sweden,SE,2015,49103.1334338706,51545.4836095322,9799186
Sweden,SE,2016,50430.2528196052,51955.8610703634,9923085
Sweden,SE,2017,51947.9542478244,52576.8102821051,10057698
Sweden,SE,2018,53521.6306428288,52983.0068617482,10175214
Sweden,SE,2019,56404.3002044523,53490.3518198746,10278887
Sweden,SE,2020,55569.2456624211,51952.6731328342,10353442
Sweden,SE,2021,59237.6132286422,54262.4390838963,10415811
Sweden,SE,2022,,,
